Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
192,0,4,148,Alajuela
82,0,2,67,Alajuela
4,0,0,3,Alajuela
16,0,1,15,Alajuela
0,0,0,0,Alajuela
0,0,0,0,Alajuela
9,0,0,4,Alajuela
8,0,0,6,Alajuela
11,0,0,9,Alajuela
7,0,0,6,Alajuela
0,0,0,0,Alajuela
30,0,0,28,Alajuela
0,0,0,0,Alajuela
17,1,0,6,Alajuela
6,0,0,4,Alajuela
1,0,1,0,Alajuela
0,0,0,0,Alajuela
58,1,0,36,Cartago
1,0,0,1,Cartago
17,0,0,11,Cartago
5,0,0,5,Cartago
2,0,0,2,Cartago
23,0,0,12,Cartago
5,0,0,4,Cartago
2,0,0,1,Cartago
2,0,0,0,Cartago
34,0,0,14,Guanacaste
1,0,0,1,Guanacaste
6,0,0,0,Guanacaste
8,1,0,0,Guanacaste
2,0,0,2,Guanacaste
1,0,0,1,Guanacaste
7,0,0,0,Guanacaste
4,0,0,1,Guanacaste
0,0,0,0,Guanacaste
4,0,0,4,Guanacaste
4,0,0,3,Guanacaste
2,0,0,2,Guanacaste
90,9,0,54,Heredia
8,0,0,8,Heredia
4,0,0,4,Heredia
10,0,0,7,Heredia
1,0,0,1,Heredia
43,8,0,14,Heredia
1,0,0,1,Heredia
13,0,0,11,Heredia
3,0,0,3,Heredia
7,1,0,5,Heredia
0,0,0,0,Heredia
14,1,0,7,Limon
1,1,0,0,Limon
0,0,0,0,Limon
8,0,0,4,Limon
1,0,0,0,Limon
3,0,0,2,Limon
1,0,0,1,Limon
43,0,0,27,Puntarenas
0,0,0,0,Puntarenas
1,0,0,0,Puntarenas
2,0,0,2,Puntarenas
2,0,0,2,Puntarenas
22,0,0,15,Puntarenas
1,0,0,0,Puntarenas
2,0,0,2,Puntarenas
6,0,0,2,Puntarenas
0,0,0,0,Puntarenas
6,0,0,4,Puntarenas
1,0,0,0,Puntarenas
397,3,4,249,San Jose
0,0,0,0,San Jose
14,0,0,10,San Jose
19,0,0,6,San Jose
21,0,0,14,San Jose
25,1,0,17,San Jose
48,0,1,25,San Jose
0,0,0,0,San Jose
30,0,0,21,San Jose
30,0,0,16,San Jose
0,0,0,0,San Jose
17,0,0,16,San Jose
7,0,0,4,San Jose
13,0,0,11,San Jose
4,0,0,3,San Jose
2,0,0,1,San Jose
110,2,2,64,San Jose
43,0,1,34,San Jose
4,0,0,1,San Jose
2,0,0,1,San Jose
9,0,0,5,San Jose
