Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
991,0,6,985,Anhui
593,0,9,579,Beijing
579,0,6,573,Chongqing
356,0,1,355,Fujian
139,0,2,137,Gansu
1591,1,8,1579,Guangdong
254,0,2,252,Guangxi Zhuang
147,0,2,145,Guizhou
169,0,6,162,Hainan
328,0,6,322,Hebei
945,0,13,932,Heilongjiang
1276,0,22,1254,Henan
68135,0,4512,63616,Hubei
1019,0,4,1015,Hunan
219,2,1,196,Inner Mongolia
653,0,0,653,Jiangsu
937,0,1,936,Jiangxi
153,1,2,125,Jilin
149,0,2,144,Liaoning
75,0,0,75,Ningxia
18,0,0,18,Qinghai
308,0,3,303,Shaanxi
788,0,7,780,Shandong
667,1,7,645,Shanghai
273,5,0,198,Shanxi
562,1,3,558,Sichuan
192,0,3,187,Tianjin
76,0,3,73,Xinjiang
1,0,0,1,Xizang
185,0,2,183,Yunnan
1268,0,1,1267,Zhejiang
