Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
102,5,2,9,Azua
5,0,0,1,Baoruco
45,0,1,10,Barahona
5,0,0,1,Dajabón
2362,86,50,655,Distrito Nacional
711,8,77,186,Duarte
10,0,0,0,El Seibo
5,0,0,0,Elías Piña
356,15,8,36,Espaillat
13,0,2,2,Hato Mayor
2,0,1,1,Independencia
155,4,1,64,La Altagracia
232,8,6,41,La Romana
686,19,19,127,La Vega
109,1,4,29,María Trinidad Sánchez
238,7,4,37,Monseñor Nouel
27,0,0,7,Monte Cristi
25,0,6,1,Monte Plata
4,0,0,0,Pedernales
72,2,1,18,Peravia
274,5,18,53,Puerto Plata
214,3,14,36,Salcedo
25,0,1,13,Samaná
405,21,13,32,San Cristóbal
16,0,2,0,San José de Ocoa
85,1,3,9,San Juan
86,2,10,29,San Pedro de Macorís
213,2,6,33,Sánchez Ramírez
1069,25,59,236,Santiago
39,0,1,7,Santiago Rodríguez
2033,79,60,382,Santo Domingo
56,0,4,9,Valverde
