Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
991,0,6,985,安徽
593,0,9,581,北京
579,0,6,573,重庆
357,1,1,355,福建
139,0,2,137,甘肃
1592,0,8,1581,广东
254,0,2,252,广西
147,0,2,145,贵州
169,0,6,162,海南
328,0,6,322,河北
945,0,13,932,黑龙江
1276,0,22,1254,河南
68135,0,4512,63617,湖北
1019,0,4,1015,湖南
232,3,1,204,内蒙古
653,0,0,653,江苏
937,0,1,936,江西
155,0,2,128,吉林
149,0,2,147,辽宁
75,0,0,75,宁夏
18,0,0,18,青海
308,0,3,305,陕西
788,0,7,780,山东
669,1,7,652,上海
298,5,0,198,山西
565,1,3,558,四川
192,0,3,188,天津
76,0,3,73,新疆
1,0,0,1,西藏
185,0,2,183,云南
1268,0,1,1267,浙江
