Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
991,0,6,985,安徽
593,0,9,555,北京
579,0,6,573,重庆
356,0,1,353,福建
139,0,2,137,甘肃
1588,0,8,1575,广东
254,0,2,252,广西
147,0,2,145,贵州
168,0,6,162,海南
328,0,6,320,河北
944,0,13,758,黑龙江
1276,0,22,1254,河南
68128,0,4512,63616,湖北
1019,0,4,1015,湖南
203,1,1,167,内蒙古
653,0,0,650,江苏
937,0,1,936,江西
112,0,1,103,吉林
146,0,2,144,辽宁
75,0,0,75,宁夏
18,0,0,18,青海
307,1,3,263,陕西
788,0,7,775,山东
656,0,7,620,上海
210,4,0,193,山西
561,0,3,558,四川
190,0,3,186,天津
76,0,3,73,新疆
1,0,0,1,西藏
185,0,2,181,云南
1268,0,1,1267,浙江
