Confirmed,ConfirmedChange,Deaths,Recovered,AdminRegion1
147,0.0,3.0,141.0,Busan
6888,0.0,188.0,6651.0,Daegu
46,0.0,1.0,43.0,Daejeon
59,0.0,3.0,51.0,Gangwon
32,0.0,0.0,30.0,Gwangju
992,16.0,22.0,691.0,Gyeonggi
300,6.0,0.0,136.0,Incheon
15,0.0,0.0,13.0,Jeju
61,0.0,0.0,52.0,North Chungcheong
1383,0.0,54.0,1312.0,North Gyeongsang
21,0.0,0.0,19.0,North Jeolla
47,0.0,0.0,47.0,Sejong
1048,21.0,4.0,675.0,Seoul
150,0.0,0.0,143.0,South Chungcheong
127,0.0,0.0,123.0,South Gyeongsang
20,0.0,0.0,18.0,South Jeolla
53,0.0,1.0,47.0,Ulsan
